conversation_id,customer_message,brand_response,text,intent,should_escalate,thread_length,timestamp,num_customer_msgs,num_brand_msgs
1585227,@Uber_Support open one in Vancouver please,"@487757 We're expanding quickly, so stay tuned for any changes. You can keep up to date with our cities on https://t.co/u3rIywe9ei.",@Uber_Support open one in Vancouver please,other,False,2,2016-03-24 09:16:56+00:00,1,1
1063948,@Uber_Support your web account management is super broken. Can’t get my receipts. Keeps telling me to verify number and add cards.,@370861 We've been in touch via DM!,@Uber_Support your web account management is super broken. Can’t get my receipts. Keeps telling me to verify number and add cards.,trip_fare_dispute,False,2,2016-04-15 10:58:51+00:00,1,1
1834333,"""You must be ready to burn yourself in your own flame; how could you rise anew if you have not first become ashes?"" Friedrich  Nietzsche 🔥","@555529 We want to look further into this, Ellen! Please have your husband reach our team at https://t.co/NLib7M6cfM so we can further assist.","""You must be ready to burn yourself in your own flame; how could you rise anew if you have not first become ashes?"" Friedrich  Nietzsche 🔥",other,True,6,2016-06-19 02:57:09+00:00,4,2
2527129,We’re back online. Thanks for everyone’s patience.,@779819 Hello! Thanks for your patience. Please check your DM for our reply.,We’re back online. Thanks for everyone’s patience.,other,True,9,2016-06-30 21:58:03+00:00,5,4
16913,Take your pick. UberEATS now delivers from over a hundred local restaurants. https://t.co/FuTTiMNoJG,"@122375 Hi, Paige! For more information on this, click here; https://t.co/bl5B9dVLvX. Feel free to reach out with any further questions.",Take your pick. UberEATS now delivers from over a hundred local restaurants. https://t.co/FuTTiMNoJG,other,True,8,2016-07-15 23:26:15+00:00,5,3
250298,We’re sold out of August POOL passes. Check back next month for info on the September pass. https://t.co/WG1vtvc1Mr https://t.co/hgz8OIsETG,@175491 Thanks for reaching out! It appears all passes are sold out for October.,We’re sold out of August POOL passes. Check back next month for info on the September pass. https://t.co/WG1vtvc1Mr https://t.co/hgz8OIsETG,other,False,5,2016-07-29 19:15:01+00:00,3,2
1370701,"Download the UberEATS app, find what you're craving, and we'll deliver it fast.  https://t.co/iTzRLLrg97",@620916 Please DM us using the following link.  https://t.co/sd7yH5jmbJ,"Download the UberEATS app, find what you're craving, and we'll deliver it fast.  https://t.co/iTzRLLrg97",app_functionality,True,10,2016-08-02 00:19:39+00:00,6,4
2621305,@Uber_Support how do i get uber codes for rides for customer for a certain business?,"@740663 Hi, Bev. Thanks for reaching out, please check out the following page to submit your inquiry: https://t.co/5xMCRPfmRY.",@Uber_Support how do i get uber codes for rides for customer for a certain business?,ride_status,False,3,2016-08-04 01:46:40+00:00,2,1
1761455,Attention all college students! Ride with Uber? Want a semester of free rides? (Duh.) Enter to win! https://t.co/AIjIKLiqqk #SemesterOfUber,@530062 We want to follow up ASAP. Can you please send us a DM (direct message) with your email address and additional details so we can connect?,Attention all college students! Ride with Uber? Want a semester of free rides? (Duh.) Enter to win! https://t.co/AIjIKLiqqk #SemesterOfUber,ride_status,False,4,2016-08-24 15:03:00+00:00,3,1
1241839,@115873 has got me about to jump off a bridge. They keep messing up my account. #moretroublethanotsworth,@411305 Happy to follow up! Contact us via https://t.co/ILb6VgllH9 so we can connect.,@115873 has got me about to jump off a bridge. They keep messing up my account. #moretroublethanotsworth,account_access,False,3,2016-09-20 02:19:29+00:00,2,1
331447,توصيلة مجانية من اوبر https://t.co/JFieRkyiO6,@194916 Hey Sam! Can you please send us a note with more details so we can follow up. https://t.co/BkapG4aV5P,توصيلة مجانية من اوبر https://t.co/JFieRkyiO6,other,True,7,2016-10-03 17:16:21+00:00,5,2
2134658,@uber_support my app isnt adding up my rides and hasnt all day. is that resolved?,"@579654 Should be! If you're still unable to see these on your account tomorrow, send us a DM so we can take a closer look.",@uber_support my app isnt adding up my rides and hasnt all day. is that resolved?,ride_status,True,6,2016-10-04 23:23:27+00:00,4,2
2840100,@115873 how can u charge customers for Uber's inefficiency to not reporting on time as committed thru gps.....,@688307 We apologize for the trouble! Please send us a note at https://t.co/QsI1vsvcif and our team will be in touch.,@115873 how can u charge customers for Uber's inefficiency to not reporting on time as committed thru gps.....,trip_fare_dispute,True,14,2016-11-04 02:23:52+00:00,11,3
1089793,@115873 support I am having a tough time finding the fuel card limit page can you help please?,@377109 Thanks for reaching out. Please DM us the email linked to your account and details so we can look into this.,@115873 support I am having a tough time finding the fuel card limit page can you help please?,other,False,5,2016-11-09 13:48:24+00:00,3,2
532712,Perfect response after no response on complaint. https://t.co/aLqifVgGA0,"@243401 Hi, Pritha. We have replied via DM with some information, please follow up with us there.",Perfect response after no response on complaint. https://t.co/aLqifVgGA0,other,False,4,2016-12-03 18:29:09+00:00,3,1
2531078,@Uber_Support i don't like my last ride.... https://t.co/XYL24B86pJ,@720444 Please have the account holder reach out via  https://t.co/QsI1vsvcif.,@Uber_Support i don't like my last ride.... https://t.co/XYL24B86pJ,ride_status,False,4,2017-01-07 11:10:21+00:00,2,2
1174031,"Delicious Fact: You can use your Uber gift cards on #UberEATS for 🍕🌮🍗🍩🍜 at the tap of a button.

📸: cozinhacombossa https://t.co/HBjOrxBXyW",@341690 We see your message and will be following up via DM.,"Delicious Fact: You can use your Uber gift cards on #UberEATS for 🍕🌮🍗🍩🍜 at the tap of a button.

📸: cozinhacombossa https://t.co/HBjOrxBXyW",other,True,17,2017-01-19 16:54:20+00:00,14,3
1485820,yo @115877 are you for real with this? look how it looks on your app compared to what just came to my doorstep 😡😡😡😡 https://t.co/XuFvJWA826,@465045 Oh no! Visit; https://t.co/ty0evE18Y8 so we can further assist you. Thanks!,yo @115877 are you for real with this? look how it looks on your app compared to what just came to my doorstep 😡😡😡😡 https://t.co/XuFvJWA826,app_functionality,False,3,2017-02-23 23:21:04+00:00,2,1
2177734,طالعين اليوم؟ اطلبوا أوبر، أسهل طريقة للطلعة في الرياض! https://t.co/17brlp5Otj,@638304 We're here to help! Send us a note via https://t.co/Md7v03opga so our team can assist.,طالعين اليوم؟ اطلبوا أوبر، أسهل طريقة للطلعة في الرياض! https://t.co/17brlp5Otj,other,False,3,2017-02-24 22:59:43+00:00,2,1
8608,Uber is your ride to anywhere. Get the app and get around easier.  https://t.co/iaXuXGUMuH,@255456 Happy to take a closer look! Send us a DM with your email address so we can assist you.,Uber is your ride to anywhere. Get the app and get around easier.  https://t.co/iaXuXGUMuH,ride_status,True,158,2017-03-11 03:17:09+00:00,98,60
2935466,Never had this much difficulty resolving an account issue as I’m having with @115873 @Uber_Support need help restoring account please,@811590 Send us a message at https://t.co/balq3Eyso6 and a member of our team will follow up soon.,Never had this much difficulty resolving an account issue as I’m having with @115873 @Uber_Support need help restoring account please,account_access,False,4,2017-03-14 21:55:41+00:00,2,2
2724033,@Uber_Support What is this DM?,@692701 Here to help. A member of our team has followed up via DM.,@Uber_Support What is this DM?,other,True,7,2017-03-22 14:49:06+00:00,4,3
461434,Uber is your ride to anywhere. Get the app and get around easier. https://t.co/Pt2ZvHAkN6,@224640 Happy to help! For more info about schedule rides please visit: https://t.co/VYt9zqEmr3,Uber is your ride to anywhere. Get the app and get around easier. https://t.co/Pt2ZvHAkN6,ride_status,True,12,2017-03-23 06:00:55+00:00,8,4
458026,Uber is your ride to anywhere. Get the app and get around easier. https://t.co/Yq4Rwt8Fyk,@223739 Here to help! Please send us a note at https://t.co/yqIhbGRNqi and we'll be happy to look into this for you.,Uber is your ride to anywhere. Get the app and get around easier. https://t.co/Yq4Rwt8Fyk,ride_status,False,3,2017-03-23 06:01:03+00:00,2,1
2598633,Uber is your ride to anywhere. Get the app and get around easier. https://t.co/rU8W47nF8c,@735710 That is absolutely not okay. Please send us a DM with your email address so we can look into this immediately.,Uber is your ride to anywhere. Get the app and get around easier. https://t.co/rU8W47nF8c,ride_status,False,3,2017-03-23 06:01:28+00:00,2,1
19541,"@Uber_Support Hi, i had 500+ rs to my paytm wallet..but after auto updating the Apps my balance lost..plz let me know to whom i have contct for this issue","@148443 A member of our team has reached out so please check your rider app under the 'Help' section OR email inbox to see our response. If you have any additional questions or concerns, please be sure to follow up there so we can help.","@Uber_Support Hi, i had 500+ rs to my paytm wallet..but after auto updating the Apps my balance lost..plz let me know to whom i have contct for this issue",app_functionality,True,385,2017-03-23 18:11:40+00:00,217,168
387924,@115873 can you add a PRINT view when I am reviewing my past individual trip details on the Web? It is difficult to cut each screen and print.,@207819 We always appreciate feedback! Please reach out directly so we can further connect; https://t.co/LlerXNH4PG.,@115873 can you add a PRINT view when I am reviewing my past individual trip details on the Web? It is difficult to cut each screen and print.,ride_status,False,4,2017-04-03 11:37:31+00:00,2,2
258699,"@115873 outstanding payment, can't use to pay with the same card twice? help!!",@177528 Hey Jimmy-- we recommend deleting this tweet containing personal information and instead send us a Direct Message containing that info.,"@115873 outstanding payment, can't use to pay with the same card twice? help!!",other,False,4,2017-04-19 14:52:53+00:00,2,2
618420,The new Uber app is here! We'll ask only one question. Where to? https://t.co/XED6yXa5Pa,@530069 Hi there! Please reach out to https://t.co/zUe0dj6yoX and our team will be in touch.,The new Uber app is here! We'll ask only one question. Where to? https://t.co/XED6yXa5Pa,app_functionality,True,31,2017-04-26 07:22:32+00:00,18,13
1182543,"@Uber_Support 
I am trying to ride with Uber and it is saying there is a payment issue.  What do I do?

  Delete this message","@398090 Check out https://t.co/vMKzBXlRcL for information on ride passes. If you have any questions, please let us know at https://t.co/zUe0dj6yoX.","@Uber_Support 
I am trying to ride with Uber and it is saying there is a payment issue.  What do I do?

  Delete this message",ride_status,False,4,2017-04-27 21:43:31+00:00,2,2
827525,"So over ""talking"" with @Uber_Support via email!! They dont know how to help at all!! We as partners NEED A PHONE number to talk to a person!",@317118 We'll be sure to follow up with your DM.,"So over ""talking"" with @Uber_Support via email!! They dont know how to help at all!! We as partners NEED A PHONE number to talk to a person!",account_access,False,3,2017-05-01 21:35:01+00:00,2,1
1693949,Uber pool is the most unreliable thing I've ever experienced in my life @115873,"@514038 Hi, Ashley! Go ahead and check your DM for further details.",Uber pool is the most unreliable thing I've ever experienced in my life @115873,other,False,3,2017-05-06 17:02:41+00:00,2,1
1530068,@Uber_Support how can I sign-up my account,@474869 Here to help! Send us a note here; https://t.co/Md7v036OoC and our team will be able to help.,@Uber_Support how can I sign-up my account,account_access,True,6,2017-05-14 18:55:16+00:00,3,3
1330238,Can I get the uber select car models full list in Los angles？ @Uber_Support,@430352 Here to help! Send us a DM with your email address with more info so we can assist.,Can I get the uber select car models full list in Los angles？ @Uber_Support,other,False,4,2017-05-15 17:33:46+00:00,2,2
1108097,@Uber_Support Hi. I've been applying with Uber for 1 1/2 month to be a driver. I haven't any updates yet!,@381532 Here to help!  Please follow the link https://t.co/F9O3v6e1tA for more info.,@Uber_Support Hi. I've been applying with Uber for 1 1/2 month to be a driver. I haven't any updates yet!,ride_status,True,11,2017-05-16 13:20:08+00:00,6,5
9312,"Our customers want convenience – and we’re delivering, literally @117115 @115877 https://t.co/SlzyErWvNr https://t.co/BNThdBZb0Y",@117657 Here to help! Please send us a note at https://t.co/1HQv7maoLK and we'll be happy to look into this for you.,"Our customers want convenience – and we’re delivering, literally @117115 @115877 https://t.co/SlzyErWvNr https://t.co/BNThdBZb0Y",other,False,4,2017-05-17 14:50:54+00:00,3,1
1058795,@115873 Need to drop folks off in order of pickup unless the difference is 10 min or more. Not fair for first pooler to be last drop.,@369975 We want to hear more from you! Submit your feedback to https://t.co/balq3Eyso6. Your input is vital to us.,@115873 Need to drop folks off in order of pickup unless the difference is 10 min or more. Not fair for first pooler to be last drop.,ride_status,False,3,2017-05-20 18:51:55+00:00,2,1
2019640,@Uber_Support hi I have a problem its two weeks since I completed my background screening but I haven't received any communication yet,@597238 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,@Uber_Support hi I have a problem its two weeks since I completed my background screening but I haven't received any communication yet,other,True,6,2017-06-01 07:22:55+00:00,4,2
2806273,Frances Frei Joins #Uber from @6121 https://t.co/amdAng4DHA Welcome &amp; #UberOn! :0),"@782679 We'll be happy to review your fare, Manjari. Please DM us your email so we can follow up. https://t.co/sd7yH5jmbJ",Frances Frei Joins #Uber from @6121 https://t.co/amdAng4DHA Welcome &amp; #UberOn! :0),other,False,4,2017-06-05 20:46:13+00:00,3,1
2094344,Today we welcome Frances Frei as our SVP of Leadership &amp; Strategy—excited to learn from her on the road ahead: https://t.co/P06v9CAoZe https://t.co/M2tgqm4c2q,@618783 Here to help! Please send us a note via https://t.co/ZKt0NHVs3P  so our team can connect.,Today we welcome Frances Frei as our SVP of Leadership &amp; Strategy—excited to learn from her on the road ahead: https://t.co/P06v9CAoZe https://t.co/M2tgqm4c2q,other,False,3,2017-06-05 21:42:31+00:00,2,1
543617,@115873 why have you disabled my account? Now stuck in a Brazilian city I don't know unable to attend uni meetings I've crossed the world for!,@246105 Sorry to hear that! Please DM us the email address linked to your account so we can follow up.,@115873 why have you disabled my account? Now stuck in a Brazilian city I don't know unable to attend uni meetings I've crossed the world for!,account_access,False,3,2017-06-09 16:14:50+00:00,2,1
295248,@Uber_Support plus you will not let me change phone number to my mobile number and you have an old account I never opened.,@186322 Hey Edward- please follow the attached link to send us a DM. https://t.co/sd7yH5jmbJ,@Uber_Support plus you will not let me change phone number to my mobile number and you have an old account I never opened.,account_access,True,6,2017-06-15 23:36:29+00:00,3,3
1383816,@Uber_Support I am unable to reset pwd of my login.not getting any email or support from u,@442044 Thanks for reaching out to us about this. Please reach out to us directly using this link https://t.co/BDlHSjUF9c and leave a brief note.,@Uber_Support I am unable to reset pwd of my login.not getting any email or support from u,account_access,True,8,2017-06-16 05:20:57+00:00,4,4
1644012,"@Uber_Support I had booked uber for airport drop last night. You send a regret msg in the morning, well after the pickup window 1/2",@502427 Here to help! Send us a DM with your email address so we can assist.,"@Uber_Support I had booked uber for airport drop last night. You send a regret msg in the morning, well after the pickup window 1/2",ride_status,True,8,2017-06-19 00:19:15+00:00,5,3
1279942,I feel that @53840 should partner with @115877. Match made in heaven.,@419481 We're always working to add more options and increase our coverage though. We hope you'll stay tuned as we're expanding every day!,I feel that @53840 should partner with @115877. Match made in heaven.,other,False,4,2017-06-23 16:59:59+00:00,2,2
281246,@Uber_Support __email__ cmonnnnn send me a pass :(,"@183015 Hi, Pat. Send us a DM so we can follow up on this. https://t.co/sd7yH5jmbJ",@Uber_Support __email__ cmonnnnn send me a pass :(,account_access,False,3,2017-06-26 00:09:41+00:00,1,2
544511,Going somewhere? Take Uber for an easy way to get there. https://t.co/D8WLnuXzYb,@259942 Here to help! Follow up here - https://t.co/1xM0TILvAI and our team will connect right away.,Going somewhere? Take Uber for an easy way to get there. https://t.co/D8WLnuXzYb,other,True,7,2017-06-28 10:33:23+00:00,4,3
911150,@Uber_Support my account is locked and I need help quickly to unlock I sent an email 7 hrs ago and no reply ...,"@143787 We've located your support contact, Peter! A member of our team will review and follow up as quickly as possible.",@Uber_Support my account is locked and I need help quickly to unlock I sent an email 7 hrs ago and no reply ...,account_access,False,3,2017-07-07 06:12:27+00:00,2,1
1481823,@Uber_Support This is response 4 after I sent a screenshot of the route it was sending the guy on. Maybe I should reboot my phone. 🙄@Uber_Support,@464065 Here to help. Send us a note at https://t.co/u3MyknJaaN so our team can connect.,@Uber_Support This is response 4 after I sent a screenshot of the route it was sending the guy on. Maybe I should reboot my phone. 🙄@Uber_Support,ride_status,True,14,2017-07-11 21:41:28+00:00,10,4
2888874,"""Your average Uber rating is None stars"" ummmmm wtf did I do?","@801002 We apologize for the trouble! Send us a note here, https://t.co/593jusCquh, and our team will be in touch.","""Your average Uber rating is None stars"" ummmmm wtf did I do?",other,False,2,2017-07-14 13:58:01+00:00,1,1
280112,@131077 pls help. I lost my phone in your uber. What do I do? You have absolutely no support for this,"@182760 We want to get in touch, Nikki. Can you please send us a DM so we can follow up? https://t.co/sd7yH5jmbJ",@131077 pls help. I lost my phone in your uber. What do I do? You have absolutely no support for this,other,False,4,2017-07-14 20:11:10+00:00,3,1
286180,@Uber_Support is there a way to find out if someone used uber last night and where they were taken. We can't find my daughter.,"@184182 Happy to assist, Debra. This link will instruct you on how to change a rating for your driver -
 https://t.co/nck74BcJ2m. Hope this helps!",@Uber_Support is there a way to find out if someone used uber last night and where they were taken. We can't find my daughter.,other,True,6,2017-07-16 18:52:29+00:00,3,3
616434,"Last month we started rolling out tipping, and today it's active in 100% of #UberEATS cities in U.S. &amp; Canada. Info: https://t.co/1xVdlDpI1r https://t.co/cPLRkfTmgv",@725669 Happy to further assist you. Can you please send us a DM with your email address and additional details?,"Last month we started rolling out tipping, and today it's active in 100% of #UberEATS cities in U.S. &amp; Canada. Info: https://t.co/1xVdlDpI1r https://t.co/cPLRkfTmgv",other,True,48,2017-07-17 21:16:18+00:00,31,17
2733387,So the cab gets punctured and #Uber decides to charge me for the waiting time. Multiple complaints go unregistered! #Uber what's wrong?,@766153 That doesn't sound right! Please DM us the email address linked to your Uber account so we can look into this for you.,So the cab gets punctured and #Uber decides to charge me for the waiting time. Multiple complaints go unregistered! #Uber what's wrong?,ride_status,False,3,2017-07-19 05:13:11+00:00,2,1
1307194,Anyone have any tricks for getting ahold of a human at @115873 ? My account got weirdly fraud blocked and I'm now unable to reactivate it.,@247980 Here to help! Send us a note here: https://t.co/RHEI7QIvi5 and our team will be in touch.,Anyone have any tricks for getting ahold of a human at @115873 ? My account got weirdly fraud blocked and I'm now unable to reactivate it.,account_access,True,6,2017-07-22 04:33:48+00:00,4,2
1249982,@Uber_Support When i changed the mob no my paytm account was updated with the new no. Later on i m unable to use paytm for uber. Why?,"@413277 Sorry for the trouble! Send us a note here, https://t.co/hr88X1ZGuG, and our team will follow up.",@Uber_Support When i changed the mob no my paytm account was updated with the new no. Later on i m unable to use paytm for uber. Why?,account_access,True,10,2017-07-29 09:56:40+00:00,6,4
2266662,It’s an @115877 #FirstFridays throwdown: Sandwiches vs. Poke! Tap into the app today to enjoy $5 sandwiches &amp; poke. May the best dish win! https://t.co/6FjahDBtQo,@659759 We'll be happy to take a closer look. Send us a note via https://t.co/ZKt0NHVs3P so our team can connect.,It’s an @115877 #FirstFridays throwdown: Sandwiches vs. Poke! Tap into the app today to enjoy $5 sandwiches &amp; poke. May the best dish win! https://t.co/6FjahDBtQo,app_functionality,False,3,2017-08-04 19:13:11+00:00,2,1
347458,@115873 thanks for leaving a blind guy stranded &amp; then sent automated email responses without resolving the issue. @115879  got a new user.,"@198747 Michael, this does not sound OK. Please reach https://t.co/qHI8xcWfiW so we can connect.",@115873 thanks for leaving a blind guy stranded &amp; then sent automated email responses without resolving the issue. @115879  got a new user.,ride_status,False,5,2017-08-06 18:45:52+00:00,4,1
494147,@115873 is the worst thing that's been around . No good customer representatives . They let people get away with fraud and owe me over $4000,@232826 Let's take a closer look! Send us a DM with your email address so we can connect.,@115873 is the worst thing that's been around . No good customer representatives . They let people get away with fraud and owe me over $4000,complaint,True,4,2017-08-07 08:09:49+00:00,2,2
374154,@Uber_Support we're trying to figure out how to use Uber... without much success... suggestions???,@204703 We've followed up via DM!,@Uber_Support we're trying to figure out how to use Uber... without much success... suggestions???,other,False,4,2017-08-07 21:54:30+00:00,2,2
2717497,"@Uber_Support i hd n acidnt enroute. car i was cmng,collided wth a bus. hd injuries nd the owner thn thrntd to reprt us to polic",@762737 We're here to help! Send us a DM with your email address and more details so we can connect.,"@Uber_Support i hd n acidnt enroute. car i was cmng,collided wth a bus. hd injuries nd the owner thn thrntd to reprt us to polic",ride_status,False,3,2017-08-08 06:32:17+00:00,2,1
286977,"Laughter, memories, stories - your Uber carries all of this and more. Catch the new TVC! Tweet with #ApniHiGaadi https://t.co/sQv7R0xWXq",@183993 We've received your DM and a member of our team has reached out. Please review your messages for our response.,"Laughter, memories, stories - your Uber carries all of this and more. Catch the new TVC! Tweet with #ApniHiGaadi https://t.co/sQv7R0xWXq",other,False,3,2017-08-08 17:30:07+00:00,2,1
311680,"https://t.co/SfjqZ9u9jD
The Uber App makes getting from A to B a bit better.",@771875 Here to help! Please send us a note via https://t.co/h840Iouehc   so our team can connect.,"https://t.co/SfjqZ9u9jD
The Uber App makes getting from A to B a bit better.",app_functionality,False,5,2017-08-10 12:26:40+00:00,3,2
1318044,"https://t.co/KxaBy5XOQI
The Uber App makes getting from A to B a bit better.","@612194 Here to help! For more info please visit, https://t.co/WkYB3Wt9xd","https://t.co/KxaBy5XOQI
The Uber App makes getting from A to B a bit better.",app_functionality,True,12,2017-08-10 12:30:51+00:00,8,4
378217,"https://t.co/fc6XotsZGu
The Uber App makes getting from A to B a bit better.","@228800 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/rYREitLrEZ","https://t.co/fc6XotsZGu
The Uber App makes getting from A to B a bit better.",app_functionality,True,13,2017-08-10 12:31:17+00:00,8,5
1516997,"https://t.co/95fqIfSmMm
We'll ask only one question. Where to?",@471957 We take this very seriously. Please send us a direct message  with your email address so we can connect ASAP.,"https://t.co/95fqIfSmMm
We'll ask only one question. Where to?",other,True,7,2017-08-10 12:50:45+00:00,5,2
2762946,@115873 it's been since December that you froze my account for me calling an uber to help a friend get home safely... still don't know why,@772935 We can definitely take a look! Send us a DM with your email address so we can follow up.,@115873 it's been since December that you froze my account for me calling an uber to help a friend get home safely... still don't know why,account_access,False,5,2017-08-10 19:54:17+00:00,3,2
1788826,"@115873 @Uber_Support The Uber Price for 13 KM at 9AM in Chandigarh.
Drivers Says, there are more than 10000 cabs in Tricity
#Fare #Cost #Uber https://t.co/sHYdaQyJl6",@122957 We'd be happy to help out if you have an issue. Please reach out at https://t.co/zUe0dj6yoX or through in-app support so we can connect.,"@115873 @Uber_Support The Uber Price for 13 KM at 9AM in Chandigarh.
Drivers Says, there are more than 10000 cabs in Tricity
#Fare #Cost #Uber https://t.co/sHYdaQyJl6",ride_status,False,4,2017-08-14 04:38:29+00:00,3,1
2511245,@Uber_Support not able to use promo code?,"@507181 Happy to help! Send us a note here, https://t.co/fyn3pRpCG3, and our team will follow up.",@Uber_Support not able to use promo code?,other,False,3,2017-08-14 05:26:08+00:00,2,1
1149609,"@115873 Please help, I haven't been able to use my account for a few months now and really need an Uber to get to golf this week.",@390530 Happy to take a closer look. Connect with us through https://t.co/Md7v036OoC and we'll be in touch.,"@115873 Please help, I haven't been able to use my account for a few months now and really need an Uber to get to golf this week.",account_access,False,4,2017-08-17 12:47:39+00:00,3,1
1784614,I am missing my monthly Business Travel Reports again please help @Uber_Support @137362 months:  June and July,@536199 We're sorry to hear about the trouble. We've found your request and a member of our team will get back to you as soon as possible.,I am missing my monthly Business Travel Reports again please help @Uber_Support @137362 months:  June and July,other,False,3,2017-08-18 23:04:03+00:00,2,1
1559402,@Uber_Support I requested a trip but the driver was rude he refused to take a trip after i was in his car and he charged me for no reason https://t.co/1mrAsTHyxE,"@481898 Hi Niso, our team has recently responded via email. Please reply there if you have additional questions.",@Uber_Support I requested a trip but the driver was rude he refused to take a trip after i was in his car and he charged me for no reason https://t.co/1mrAsTHyxE,ride_status,True,9,2017-08-19 19:25:09+00:00,5,4
1792637,How I go from peacefully protesting hate groups to getting a KKK #Uber Driver in the same day #RacistUberDriver https://t.co/vICmu91OaQ,"@538424 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6",How I go from peacefully protesting hate groups to getting a KKK #Uber Driver in the same day #RacistUberDriver https://t.co/vICmu91OaQ,ride_status,False,3,2017-08-19 22:10:29+00:00,2,1
438139,@115877 wtf does this mean https://t.co/H2kbgUC5mi,@219091 Hi - here to help. Please DM us the email linked to your Uber account so we can look into this for you.,@115877 wtf does this mean https://t.co/H2kbgUC5mi,other,False,2,2017-08-20 16:14:20+00:00,1,1
242271,@116988 @Uber_Support  I have an AMEX platinum.  You and uber are not honoring your credit commitment.  Please make it right.,@173547 Please connect with us at https://t.co/VNbeClTPIK and we'll be happy to look into this.,@116988 @Uber_Support  I have an AMEX platinum.  You and uber are not honoring your credit commitment.  Please make it right.,other,False,3,2017-08-24 15:04:13+00:00,2,1
1414459,"@Uber_Support newly joined and I have the driver app, when I use the app it says contact support",@448707 Here to help. Send us a note at https://t.co/FF2YGTGjuA so our team can connect.,"@Uber_Support newly joined and I have the driver app, when I use the app it says contact support",ride_status,False,4,2017-08-29 19:44:43+00:00,2,2
1128153,تبغى تحصل على دخل إضافي؟ أوبر هي الطريقة الأنسب لكسب دخل إضافي بتوصيل الركاب بسيارتك https://t.co/dRm5gygXZH,@411135 Sorry to hear about the trouble! Please write us a note at https://t.co/ZKt0NHVs3P and a member from our team will follow up with you.,تبغى تحصل على دخل إضافي؟ أوبر هي الطريقة الأنسب لكسب دخل إضافي بتوصيل الركاب بسيارتك https://t.co/dRm5gygXZH,other,True,8,2017-08-30 13:24:29+00:00,5,3
